"Timestamp","Køn (Gender) ","Alder (Age)","Hvor gammel var du, da du blev seksuelt aktiv? (How old were you when you first became sexually active?)","Hvad er din civilstatus? (What is your relationship status?) ","Er du i et åbent forhold? (Are you in an open relationship?)","Hvor tilfreds er du med dit sexliv? (How satisfied are you with your sex life?)","Hvor seksuelt eventyrlysten vil du sige, at du er? (How sexually adventurous would you say you are?)","Er du seksuelt aktiv i øjeblikket? (Are you currently sexually active?)","Hvor ofte har du normalt sex? (How often do you usually have sex?)","Onanerer du? (Do you masturbate?)","Hvor ofte plejer du at onanere? (How often do you usually masturbate?)","Ser du porno? (Do you watch porn?)","Hvor ofte ser du normalt porno? (How often do you usually watch porn?)","Har du nogensinde været i swingerklub? (Have you ever been to a swinger club?)","Sæt kryds ved alle du har besøgt. (Which one(s)? Check all that apply.)","Hvor mange gange har du været i swingerklub? (How many times have you been to a swinger club?) ","Hvordan fandt du klubben? (How did you find out about the club?) ","Ved dine venner at du swinger? ","Har klubben påvirket dine seksuelle interesser? (Has the club affected your sexual interests?)","Hvordan har det påvirket dine seksuelle interesser? (How as it affected your sexual interests?)","Har du nogensinde været til en sexfest? (Have you ever been to a sex party?)","Hvor mange gange har du været til sexfest? (How many times have you been to a sex party?) ","Hvordan fandt du disse sexfester? (How did you find out about these sex parties?) ","Ved dine venner, at du går til sexfester? (Do your friends know you go to sex parties?)","Har det påvirket dine seksuelle interesser? (Has it affected your sexual interests?)","Hvordan har det påvirket dine seksuelle interesser? (How as it affected your sexual interests?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Skriv eventuelle manglende kinks/interesser du har. (Write in any missing kinks/interests you participate in.) ","Hvor tror du, at dine seksuelle interesser kommer fra? (marker alt hvad der er relevant) (Where do you think your sexual interests have come from? (check all that apply))","Hvis du har andet du vil dele, eller kommentarer, kan du skrive dem her. (Any final thoughts you want to share?)"
"2022/06/03 6:29:49 PM GMT+2","Kvinde (Woman)","44","15","Gift (Married","Ja (yes)","9","9","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan","10+","Venner (Friends)","Ja (Yes)","Ja (Yes)","sm","Ja, Yes","1","Venner (Friends)","Nej (No)","Nej (No)","","Ja (Yes)","9","8","Ja (Yes)","10","7","Ja (Yes)","6","3","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Ja (Yes)","9","5","Ja (Yes)","9","5","Ja (Yes)","9","6","Ja (Yes)","9","5","Ja (Yes)","5","5","Nej (No)","","","Ja (Yes)","9","3","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","har altid været der",""
"2022/06/03 8:08:25 PM GMT+2","Kvinde (Woman)","36","13","Gift (Married","Ja (yes)","1","5","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","Ja (Yes)","Tucan","2-5","Venner (Friends)","Ja (Yes)","Ja (Yes)","Jeg har mere lyst til sex og er nysgerrig på partnerbytte mm, men giver mest af alt mulighed for at finde nogle at dyrke polyamori med ","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 8:29:25 PM GMT+2","Kvinde (Woman)","25","15","I et forhold (In a relationship)","Nej (No)","6","9","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","3","Ja (Yes)","6","3","Ja (Yes)","5","5","Nej (No)","","","Ja (Yes)","9","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Ja (Yes)","8","8","Ja (Yes)","7","4","Nej (No)","","","Ja (Yes)","","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","2","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 9:04:40 PM GMT+2","Kvinde (Woman)","38","16","Single","Nej (No)","6","7","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan;Dark Secret;Joys","10+","Venner (Friends)","Ja (Yes)","Ja (Yes)","Mere åben og nysgerrig","Ja, Yes","10+","Venner (Friends)","Ja (Yes)","Nej (No)","","Ja (Yes)","9","3","Ja (Yes)","10","2","Ja (Yes)","10","1","Ja (Yes)","7","8","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","5","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","6","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Inspiration fra jlub",""
"2022/06/04 12:01:30 AM GMT+2","Mand (Man)","39","16","Single","Nej (No)","8","9","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Tucan","10+","Søgt online (Searched online)","Nej (No)","Nej (No)","","Nej, No","","","","","","Ja (Yes)","8","6","Ja (Yes)","8","5","Ja (Yes)","7","3","Ja (Yes)","9","7","Ja (Yes)","8","4","Ja (Yes)","9","4","Ja (Yes)","7","4","Ja (Yes)","8","3","Ja (Yes)","7","7","Nej (No)","","","Ja (Yes)","9","8","Nej (No)","","","Ja (Yes)","7","6","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","2","Nej (No)","","","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/04 12:07:56 AM GMT+2","Kvinde (Woman)","43","14","I et forhold (In a relationship)","Nej (No)","8","10","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Nej (No)","","Nej (No)","","Ja (Yes)","Tucan;CitySwingers;CitySwingers 2;Swingergaarden;Joys","10+","Søgt online (Searched online)","Ja (Yes)","Ja (Yes)","Udvidet horisonter. Ting man før fandt ekstreme og unormale er med tiden blevet mere normaliseret.","Nej, No","","","","","","Ja (Yes)","7","4","Ja (Yes)","7","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Ja (Yes)","5","2","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","3","Ja (Yes)","9","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","4","Ja (Yes)","7","2","Nåle, sounds, cross dressing hos manden, fisting og double vaginal penetration, pikbure og meget mere.","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Medlemsskabet i SMil har kickstartet mange interesser i den mere kinky afdeling.",""
"2022/06/04 10:33:58 AM GMT+2","Kvinde (Woman)","39","14","Gift (Married","Nej (No)","9","10","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","Ja (Yes)","Tucan;Dark Secret","10+","Min partner eller en tidligere partner (My partner or a previous partner)","Nej (No)","Nej (No)","","Ja, Yes","2-5","Venner (Friends)","Nej (No)","Nej (No)","","Ja (Yes)","10","7","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","4","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","Ja (Yes)","9","5","Ja (Yes)","10","9","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","8","Nej (No)","","","","",""
"2022/06/04 3:22:01 PM GMT+2","Kvinde (Woman)","21","16","Single","Nej (No)","7","5","Nej (No)","","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","1","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","1","Nej (No)","","","Ja (Yes)","8","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn)",""
"2022/06/04 3:44:20 PM GMT+2","Mand (Man)","32","23","I et forhold (In a relationship)","Nej (No)","10","4","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","Et par gange om året (A few times a year)","Ja (Yes)","Et par gange om året (A few times a year)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","10","8","Ja (Yes)","10","8","Ja (Yes)","8","4","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","3","2","Ja (Yes)","3","3","Ja (Yes)","10","10","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","4","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Udforskning på scor dk",""
"2022/06/04 6:15:28 PM GMT+2","Kvinde (Woman)","32","14","Single","Nej (No)","4","8","Nej (No)","","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Tucan","10+","Venner (Friends)","Ja (Yes)","Ja (Yes)","Er blevet mere mere nysgerrig på sex som ik bare er i soveværelset. ","Nej, No","","","","","","Ja (Yes)","6","3","Nej (No)","","","Ja (Yes)","6","3","Ja (Yes)","6","5","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","4","Nej (No)","","","Ja (Yes)","8","4","Ja (Yes)","9","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/04 8:23:10 PM GMT+2","Mand (Man)","24","16","Single","Nej (No)","7","9","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","2","Ja (Yes)","8","3","Ja (Yes)","4","1","Ja (Yes)","3","1","Ja (Yes)","10","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","6","Ja (Yes)","10","3","Nej (No)","","","Ja (Yes)","7","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","1","Ja (Yes)","9","2","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/04 8:51:13 PM GMT+2","Kvinde (Woman)","37","15","I et forhold (In a relationship)","Nej (No)","8","7","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;CitySwingers 2","10+","Min partner eller en tidligere partner (My partner or a previous partner)","Nej (No)","Ja (Yes)","Er blevet nysgerrig og udforsker lidt inden Dor bdsm, og er nysgerrig på reb. Og leger nu med andre end min partner","Nej, No","","","","","","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","2","Ja (Yes)","9","3","Nej (No)","","","Ja (Yes)","6","3","Nej (No)","","","Ja (Yes)","7","2","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","2","Nej (No)","","","","Oplevelser/ snak i klubben nysgerrighed på hvad det kan",""
"2022/06/05 12:02:16 AM GMT+2","Kvinde (Woman)","45","20","Gift (Married","Nej (No)","6","7","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan","2-5","Tv udsendelse","Nej (No)","Ja (Yes)","Jeg er blevet opmærksom på hvordan jeg tænder på at lytte til sex og på at mørket fjerner mine fordomme ","Nej, No","","","","","","Ja (Yes)","3","1","Ja (Yes)","4","1","Nej (No)","","","Ja (Yes)","6","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","2","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Dark room","",""
"2022/06/05 2:39:58 AM GMT+2","Andet/vil ikke at svare (Other/choose not to answer)","22","15","just broke up with my bf but still friends w benefits xd","Ja (yes)","5","10","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","10","9","Ja (Yes)","9","7","Ja (Yes)","5","3","Ja (Yes)","5","5","Ja (Yes)","4","2","Ja (Yes)","9","10","Ja (Yes)","4","2","Ja (Yes)","6","4","Ja (Yes)","9","10","Ja (Yes)","8","7","Ja (Yes)","10","10","Ja (Yes)","5","1","Ja (Yes)","10","3","Ja (Yes)","8","6","Nej (No)","","","Ja (Yes)","3","2","Ja (Yes)","3","1","Ja (Yes)","10","10","CNC, blood, autassassinophilia, cock and ball torture, hunter/prey, degradation, humiliation, gagging, japanese bondage","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);societal dogmas in general","thanks for doing a study on this ❤️"
"2022/06/05 12:10:08 PM GMT+2","Mand (Man)","25","16","I et forhold (In a relationship)","Ja (yes)","8","5","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","10","7","Ja (Yes)","5","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","9","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","4","Ja (Yes)","10","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","5","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/05 12:30:38 PM GMT+2","Mand (Man)","27","16","I et forhold (In a relationship)","Nej (No)","10","5","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/05 1:29:02 PM GMT+2","Kvinde (Woman)","63","15","Gift (Married","Nej (No)","8","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","5","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","",""
"2022/06/05 3:38:33 PM GMT+2","Kvinde (Woman)","21","15","Single","Nej (No)","7","8","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","4","2","Ja (Yes)","7","2","Nej (No)","","","Ja (Yes)","7","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","4","Ja (Yes)","4","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","4","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/05 7:20:39 PM GMT+2","Mand (Man)","50","17","I et forhold (In a relationship)","Nej (No)","8","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Tucan","2-5","Søgt online (Searched online)","Ja (Yes)","Ja (Yes)","Inspiration og nysgerrighed","Ja, Yes","1","Venner (Friends)","Nej (No)","Ja (Yes)","Nysgerrighed","Ja (Yes)","8","5","Ja (Yes)","8","3","Ja (Yes)","7","2","Ja (Yes)","7","2","Ja (Yes)","8","4","Ja (Yes)","9","5","Ja (Yes)","7","5","Ja (Yes)","7","2","Ja (Yes)","8","5","Ja (Yes)","8","5","Ja (Yes)","8","7","Nej (No)","","","Ja (Yes)","8","1","Ja (Yes)","8","1","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","1","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/05 9:57:22 PM GMT+2","Kvinde (Woman)","27","16","Single","Nej (No)","8","10","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;Dark Secret;Joys;Flere klubber i Tyskland","10+","Venner (Friends)","Ja (Yes)","Nej (No)","","Ja, Yes","2-5","Sociale medie (Social media)","Ja (Yes)","Nej (No)","","Ja (Yes)","10","10","Ja (Yes)","10","8","Ja (Yes)","10","8","Nej (No)","","","Ja (Yes)","7","5","Ja (Yes)","8","3","Ja (Yes)","7","9","Ja (Yes)","6","5","Ja (Yes)","10","9","Ja (Yes)","10","8","Ja (Yes)","10","10","Ja (Yes)","8","3","Ja (Yes)","8","5","Ja (Yes)","7","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","9","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/05 10:37:04 PM GMT+2","Kvinde (Woman)","25","17","Single","Nej (No)","5","6","Nej (No)","","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","2","Ja (Yes)","6","2","Nej (No)","","","Ja (Yes)","7","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/05 10:57:35 PM GMT+2","Mand (Man)","41","19","Åbent Forhold kombineret med D/s relation","Ja (yes)","7","10","Nej (No)","","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan;Dark Secret;Afrodite club","10+","Min partner eller en tidligere partner (My partner or a previous partner)","Ja (Yes)","Nej (No)","","Ja, Yes","2-5","Min partner eller en tidligere partner (My partner or a previous partner)","Nej (No)","Nej (No)","","Ja (Yes)","10","10","Ja (Yes)","10","8","Ja (Yes)","7","6","Ja (Yes)","6","3","Ja (Yes)","5","5","Ja (Yes)","9","3","Ja (Yes)","10","8","Ja (Yes)","10","8","Ja (Yes)","6","3","Ja (Yes)","7","3","Ja (Yes)","4","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Ja (Yes)","5","1","Ja (Yes)","7","5","Fetish for stål, lak og læder","Har været der altid siden teenage årene, ved ikke hvor de er opstået fra. Men fiksering har altid været noget for mig, både reb, håndjern og halsbånd. Har dyrket japansk bondage i 12 år","Ved ikke lige om jeg har mere, men vil du spørge ind til noget eller har flere spørgsmål. Så er du velkommen til at skrive etlekana@gmail.com eller sms 21814000, husk lige at skriv hvem du er hvis du sender sms."
"2022/06/06 10:09:41 AM GMT+2","Kvinde (Woman)","31","18","Single","Nej (No)","5","7","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;CitySwingers;Joys;En klub i Nordtyskland og New York","10+","Stand på sexmesse","Nej (No)","Ja (Yes)","Jeg er blevet mere åben overfor nyt, og dermed også interesseret i hvorfor andre synes præcis det er frækt/godt/mm, og dermed blevet interesseret i at prøve eller afklaret i ikke at skulle prøve ","Ja, Yes","1","Scor, ","Nej (No)","Ja (Yes)","Fik nogle rigtig gode venner, som også har andre seksuelle interesser ","Nej (No)","","","Ja (Yes)","5","2","Ja (Yes)","8","3","Nej (No)","","","Ja (Yes)","10","6","Nej (No)","","","Ja (Yes)","7","5","Ja (Yes)","9","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","3","2","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Klub",""
"2022/06/06 11:51:47 AM GMT+2","Mand (Man)","53","15","I et forhold (In a relationship)","Nej (No)","9","9","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","3","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Ja (Yes)","8","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","2","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/06 2:03:15 PM GMT+2","Mand (Man)","48","17","Gift (Married","Ja (yes)","8","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan;CitySwingers;Joys","10+","Søgt online (Searched online)","Nej (No)","Ja (Yes)","Kontakter i miljøet har udvidet min seksuelle horisont","Nej, No","","","","","","Ja (Yes)","7","6","Ja (Yes)","5","3","Ja (Yes)","6","3","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","Ja (Yes)","5","7","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/07 11:32:56 AM GMT+2","Kvinde (Woman)","25","17","I et forhold (In a relationship)","Nej (No)","10","7","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","6","Nej (No)","","","Ja (Yes)","8","7","Ja (Yes)","5","2","Ja (Yes)","8","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","9","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","5","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc)",""
